,Year,Month,Day,Weekday,Victims,T,TM,Tm,SLP,STP,H,PP,VV,V,VM,VG,FG,RA,SN,GR,TS,TR,Yesterday accidents
21,0,0.454545454545454,0.133333333333333,0.5,0.333333333333333,0.587458745874587,0.582887700534759,0.548148148148148,0,0,0.822916666666667,0.008215637404228,0.730061349693252,0.261083743842364,0.24812030075188,0.414460285132383,0,1,0,0,0,0,0.431372549019608
22,0,0.363636363636364,0.766666666666667,0.833333333333333,0.392156862745098,0.768976897689769,0.802139037433155,0.666666666666667,0,0,0.479166666666667,0,0.711656441717791,0.450738916256158,0.442105263157895,0.396130346232179,0,0,0,0,0,0,0.333333333333333
23,0,0.909090909090909,0.4,0.5,0.196078431372549,0.570957095709571,0.508021390374332,0.555555555555556,0,0,0.90625,0,0.699386503067485,0.332512315270936,0.418045112781955,0,0,1,0,0,0,0,0.392156862745098
24,0,0.727272727272727,0.166666666666667,0.833333333333333,0.568627450980392,0.772277227722772,0.737967914438503,0.72962962962963,0,0,0.739583333333333,0.01873903812425,0.717791411042945,0.295566502463054,0.362406015037594,0,0,0,0,0,0,0,0.196078431372549
25,0,0.363636363636364,0.666666666666667,0.333333333333333,0.333333333333333,0.636963696369637,0.655080213903743,0.533333333333333,0,0,0.625,0,0.760736196319018,0.263546798029557,0.309774436090226,0.396130346232179,0,0,0,0,0,0,0.568627450980392
26,0,0.363636363636364,0.9,0.333333333333333,0.431372549019608,0.646864686468647,0.612299465240642,0.659259259259259,0,0,0.770833333333333,0.00470783716422,0.748466257668712,0.386699507389162,0.418045112781955,0,0,1,0,0,0,0,0.333333333333333
27,0,0.818181818181818,0.066666666666667,0.166666666666667,0.431372549019608,0.732673267326732,0.796791443850267,0.618518518518518,0,0,0.604166666666667,0,0.613496932515337,0.261083743842364,0.418045112781955,0.490835030549898,0,0,0,0,0,0,0.431372549019608
28,0,0.454545454545454,0.1,0.333333333333333,0.431372549019608,0.597359735973597,0.601604278074866,0.52962962962963,0,0,0.78125,0.032816394350596,0.717791411042945,0.268472906403941,0.24812030075188,0.431771894093686,0,1,0,0,0,0,0.431372549019608
29,0,0.636363636363636,0.966666666666667,0.833333333333333,0.294117647058824,0.831683168316832,0.77807486631016,0.851851851851852,0,0,0.791666666666667,0,0.711656441717791,0.295566502463054,0.333834586466165,0,0,0,0,0,0,0,0.431372549019608
30,0,0.818181818181818,0.1,0.833333333333333,0.647058823529412,0.735973597359736,0.759358288770053,0.622222222222222,0,0,0.635416666666667,0,0.644171779141104,0.347290640394089,0.362406015037594,0.431771894093686,0,0,0,0,0,0,0.294117647058824
31,0,1,0.6,0.166666666666667,0.647058823529412,0.250825082508251,0.320855614973262,0.07037037037037,0,0,0.59375,0,0.791411042944785,0.263546798029557,0.275187969924812,0,0,0,0,0,0,0,0.647058823529412
32,0,0.545454545454545,0.866666666666667,1,0.529411764705882,0.745874587458746,0.716577540106952,0.740740740740741,0,0,0.75,0,0.779141104294479,0.25615763546798,0.389473684210526,0,0,0,0,0,0,0,0.647058823529412
33,0,0.636363636363636,0.5,0.833333333333333,0.333333333333333,0.844884488448845,0.858288770053476,0.814814814814815,0,0,0.635416666666667,0,0.668711656441718,0.293103448275862,0.309774436090226,0.376782077393075,0,0,0,0,0,0,0.529411764705882
34,0,0.727272727272727,0.5,0,0.745098039215686,0.811881188118812,0.775401069518717,0.759259259259259,0,0,0.8125,0,0.711656441717791,0.288177339901478,0.333834586466165,0.376782077393075,0,0,0,0,0,0,0.333333333333333
35,0,1,0.3,0.333333333333333,0.313725490196078,0.353135313531353,0.401069518716578,0.233333333333333,0,0,0.802083333333333,0,0.668711656441718,0.41871921182266,0.389473684210526,0.358452138492872,0,0,0,0,0,0,0.745098039215686
36,0,0.818181818181818,0.9,0,0.509803921568627,0.584158415841584,0.53475935828877,0.562962962962963,0,0,0.958333333333333,0.193436721129881,0.552147239263804,0.396551724137931,0.442105263157895,0.431771894093686,0,1,0,0,0,0,0.313725490196078
37,0,0.818181818181818,0.533333333333333,0.166666666666667,0.509803921568627,0.65016501650165,0.684491978609626,0.540740740740741,0,0,0.75,0,0.699386503067485,0.295566502463054,0.309774436090226,0.414460285132383,0,0,0,0,0,0,0.509803921568627
38,0,0.818181818181818,0.633333333333333,0.666666666666667,0.607843137254902,0.557755775577558,0.550802139037433,0.481481481481482,0,0,0.65625,0.005861718822118,0.717791411042945,0.354679802955665,0.470676691729323,0,0,1,0,0,0,0,0.509803921568627
39,0,0.272727272727273,0.4,1,0.549019607843137,0.534653465346535,0.521390374331551,0.507407407407407,0,0,0.729166666666667,0,0.693251533742331,0.268472906403941,0.275187969924812,0,0,0,0,0,0,0,0.607843137254902
40,0,0.272727272727273,0.366666666666667,0.833333333333333,0.647058823529412,0.567656765676568,0.60427807486631,0.511111111111111,0,0,0.708333333333333,0,0.662576687116564,0.38423645320197,0.442105263157895,0.544806517311609,0,0,0,0,0,0,0.549019607843137
41,0,0.272727272727273,0.333333333333333,0.166666666666667,0.450980392156863,0.587458745874587,0.649732620320856,0.555555555555556,0,0,0.708333333333333,0,0.717791411042945,0.320197044334975,0.418045112781955,0.473523421588595,0,1,0,0,1,0,0.647058823529412
42,0,0.090909090909091,0.666666666666667,0.166666666666667,0.529411764705882,0.379537953795379,0.441176470588235,0.225925925925926,0,0,0.6875,0,0.644171779141104,0.460591133004926,0.442105263157895,0.431771894093686,0,0,0,0,0,0,0.450980392156863
43,0,0.545454545454545,0.533333333333333,0.5,0.176470588235294,0.768976897689769,0.783422459893048,0.777777777777778,0,0,0.8125,0,0.680981595092024,0.379310344827586,0.637593984962406,0,0,1,0,0,0,0,0.529411764705882
44,0,0.909090909090909,0.8,0,0.490196078431373,0.442244224422442,0.516042780748663,0.3,0,0,0.8125,0,0.613496932515337,0.315270935960591,0.333834586466165,0.414460285132383,0,0,0,0,0,0,0.176470588235294
45,0,0,0.3,0.166666666666667,0.372549019607843,0.386138613861386,0.374331550802139,0.333333333333333,0,0,0.84375,0,0.717791411042945,0.342364532019704,0.362406015037594,0,0,0,0,0,0,0,0.490196078431373
46,0,0.272727272727273,0.866666666666667,1,0.470588235294118,0.580858085808581,0.614973262032086,0.474074074074074,0,0,0.697916666666667,0,0.680981595092024,0.332512315270936,0.362406015037594,0,0,0,0,0,0,0,0.372549019607843
47,0,0.545454545454545,0.966666666666667,0.333333333333333,0.215686274509804,0.735973597359736,0.751336898395722,0.703703703703704,0,0,0.854166666666667,0.00235391858211,0.717791411042945,0.283251231527094,0.529323308270677,0.564154786150713,0,1,0,0,1,0,0.470588235294118
48,0,0.363636363636364,0.966666666666667,0.166666666666667,0.529411764705882,0.693069306930693,0.657754010695187,0.662962962962963,0,0,0.791666666666667,0,0.699386503067485,0.283251231527094,0.362406015037594,0,0,1,0,0,0,0,0.215686274509804
49,0,0.181818181818182,0.433333333333333,0.166666666666667,0.490196078431373,0.432343234323432,0.379679144385027,0.4,0,0,0.979166666666667,0,0.441717791411043,0.716748768472906,0.724812030075188,0,0,1,0,0,0,0,0.529411764705882
50,0,0.909090909090909,0,0.833333333333333,0.156862745098039,0.633663366336634,0.609625668449198,0.581481481481481,0,0,0.916666666666667,0,0.693251533742331,0.20935960591133,0.309774436090226,0,0,0,0,0,0,0,0.490196078431373
51,0,0.363636363636364,0.133333333333333,0.666666666666667,0.450980392156863,0.590759075907591,0.588235294117647,0.503703703703704,0,0,0.822916666666667,0,0.601226993865031,0.246305418719212,0.309774436090226,0,0,0,0,0,0,0,0.156862745098039
52,0,0.363636363636364,0.433333333333333,0.333333333333333,0.372549019607843,0.643564356435643,0.633689839572192,0.614814814814815,0,0,0.791666666666667,0,0.711656441717791,0.300492610837438,0.418045112781955,0,0,1,0,0,1,0,0.450980392156863
53,0,0.363636363636364,0.866666666666667,0,0.588235294117647,0.686468646864686,0.617647058823529,0.703703703703704,0,0,0.760416666666667,0,0.711656441717791,0.278325123152709,0.275187969924812,0,0,1,0,0,0,0,0.372549019607843
54,0,0.636363636363636,0.933333333333333,0.166666666666667,0.274509803921569,0.818481848184818,0.794117647058823,0.811111111111111,0,0,0.760416666666667,0,0.717791411042945,0.315270935960591,0.389473684210526,0,0,0,0,0,0,0,0.588235294117647
55,0,0,0.8,0.833333333333333,0.411764705882353,0.125412541254125,0.267379679144385,0.074074074074074,0,0,0.614583333333333,0,0.644171779141104,0.460591133004926,0.418045112781955,0.544806517311609,0,0,0,0,0,0,0.274509803921569
56,0,0.909090909090909,0.033333333333333,1,0.490196078431373,0.673267326732673,0.614973262032086,0.633333333333333,0,0,0.864583333333333,0.007015600480015,0.668711656441718,0.327586206896552,0.442105263157895,0,0,1,0,0,1,0,0.411764705882353
57,0,1,0,0.666666666666667,0.607843137254902,0.422442244224423,0.459893048128342,0.255555555555556,0,0,0.864583333333333,0,0.668711656441718,0.352216748768473,0.470676691729323,0,0,0,0,0,0,0,0.490196078431373
58,0,0.636363636363636,0,0.166666666666667,0.254901960784314,0.795379537953795,0.754010695187166,0.777777777777778,0,0,0.802083333333333,0,0.742331288343558,0.25615763546798,0.24812030075188,0,0,0,0,0,0,0,0.607843137254902
59,0,0,1,0.166666666666667,0.274509803921569,0.277227722772277,0.320855614973262,0.188888888888889,0,0,0.802083333333333,0,0.717791411042945,0.293103448275862,0.362406015037594,0.376782077393075,0,1,0,0,0,0,0.254901960784314
60,0,0.272727272727273,0.233333333333333,0,0.803921568627451,0.557755775577558,0.558823529411765,0.485185185185185,0,0,0.6875,0,0.650306748466258,0.445812807881773,0.529323308270677,0,0,0,0,0,0,0,0.274509803921569
61,0,0.818181818181818,0.8,0.833333333333333,0.392156862745098,0.580858085808581,0.588235294117647,0.492592592592593,0,0,0.614583333333333,0.180559401827749,0.582822085889571,0.320197044334975,0.442105263157895,0.396130346232179,0,1,0,0,0,0,0.803921568627451
62,0,0.636363636363636,0.366666666666667,0,0.313725490196078,0.778877887788779,0.748663101604278,0.740740740740741,0,0,0.791666666666667,0,0.748466257668712,0.315270935960591,0.389473684210526,0,0,0,0,0,0,0,0.392156862745098
63,0,1,1,0.333333333333333,0.196078431372549,0.419141914191419,0.441176470588235,0.288888888888889,0,0,0.677083333333333,0,0.742331288343558,0.38423645320197,0.470676691729323,0.376782077393075,0,0,0,0,0,0,0.313725490196078
64,0,1,0.966666666666667,0,0.450980392156863,0.35973597359736,0.443850267379679,0.151851851851852,0,0,0.541666666666667,0,0.711656441717791,0.406403940886699,0.418045112781955,0.45112016293279,0,0,0,0,0,0,0.196078431372549
65,0,0.454545454545454,0.5,0.666666666666667,0.490196078431373,0.732673267326732,0.70855614973262,0.681481481481481,0,0,0.802083333333333,0,0.699386503067485,0.305418719211823,0.333834586466165,0,0,0,0,0,0,0,0.450980392156863
66,0,0.909090909090909,0.266666666666667,1,0.372549019607843,0.508250825082508,0.556149732620321,0.014814814814815,0,0,0.854166666666667,0,0.742331288343558,0.273399014778325,0.309774436090226,0.396130346232179,0,0,0,0,0,0,0.490196078431373
67,0,0.909090909090909,0.2,0.166666666666667,0.333333333333333,0.547854785478548,0.542780748663102,0.477777777777778,0,0,0.78125,0.069186744207514,0.742331288343558,0.293103448275862,0.333834586466165,0.29938900203666,0,1,0,0,0,0,0.372549019607843
68,0,0.090909090909091,0.6,0.333333333333333,0.392156862745098,0.343234323432343,0.409090909090909,0.177777777777778,0,0,0.770833333333333,0,0.711656441717791,0.320197044334975,0.362406015037594,0.45112016293279,0,1,0,0,0,0,0.333333333333333
69,0,0.181818181818182,0.266666666666667,1,0.490196078431373,0.34983498349835,0.379679144385027,0.281481481481481,0,0,0.78125,0,0.717791411042945,0.261083743842364,0.275187969924812,0,0,0,0,0,0,0,0.392156862745098
70,0,0.727272727272727,0,0.666666666666667,0.333333333333333,0.828382838283828,0.794117647058823,0.777777777777778,0,0,0.802083333333333,0,0.693251533742331,0.305418719211823,0.309774436090226,0.341140529531568,0,0,0,0,0,0,0.490196078431373
71,0,0,0.333333333333333,0.833333333333333,0.470588235294118,0.35973597359736,0.470588235294118,0.222222222222222,0,0,0.760416666666667,0,0.717791411042945,0.305418719211823,0.389473684210526,0.376782077393075,0,0,0,0,0,0,0.333333333333333
72,0,0.727272727272727,0.866666666666667,0.833333333333333,0.607843137254902,0.749174917491749,0.75668449197861,0.651851851851852,0,0,0.697916666666667,0,0.662576687116564,0.246305418719212,0.275187969924812,0.376782077393075,0,0,0,0,0,0,0.470588235294118
73,0,0.090909090909091,0.533333333333333,0.666666666666667,0.490196078431373,0.273927392739274,0.240641711229946,0.233333333333333,0,0,0.895833333333333,0,0.668711656441718,0.391625615763547,0.529323308270677,0.431771894093686,0,1,0,0,0,0,0.607843137254902
74,0,0.909090909090909,0.733333333333333,1,0.470588235294118,0.518151815181518,0.545454545454545,0.411111111111111,0,0,0.739583333333333,0,0.711656441717791,0.359605911330049,0.389473684210526,0.396130346232179,0,0,0,0,0,0,0.490196078431373
75,0,0.454545454545454,0.833333333333333,0.5,0.254901960784314,0.801980198019802,0.799465240641711,0.740740740740741,0,0,0.677083333333333,0,0.662576687116564,0.278325123152709,0.309774436090226,0.396130346232179,0,0,0,0,0,0,0.470588235294118
76,0,0.363636363636364,0.1,1,0.392156862745098,0.564356435643564,0.553475935828877,0.496296296296296,0,0,0.833333333333333,0.025800793870581,0.631901840490798,0.273399014778325,0.309774436090226,0.341140529531568,0,0,0,0,0,0,0.254901960784314
77,0,0.363636363636364,0.6,0.666666666666667,0.529411764705882,0.617161716171617,0.574866310160428,0.581481481481481,0,0,0.75,0,0.711656441717791,0.411330049261084,0.362406015037594,0,0,0,0,0,0,0,0.392156862745098
78,0,0.181818181818182,0.333333333333333,0,0.411764705882353,0.343234323432343,0.374331550802139,0.196296296296296,0,0,0.822916666666667,0,0.693251533742331,0.347290640394089,0.442105263157895,0,0,0,0,0,0,0,0.529411764705882
79,0,0.545454545454545,0.766666666666667,0.5,0.058823529411765,0.6996699669967,0.652406417112299,0.681481481481481,0,0,0.65625,0,0.773006134969325,0.364532019704433,0.418045112781955,0.528513238289206,0,0,0,0,0,0,0.411764705882353
80,0,0.363636363636364,0.566666666666667,1,0.607843137254902,0.607260726072607,0.612299465240642,0.525925925925926,0,0,0.770833333333333,0,0.668711656441718,0.354679802955665,0.389473684210526,0.29938900203666,0,0,0,0,0,0,0.058823529411765
81,0,0.727272727272727,0.566666666666667,0.5,0.235294117647059,0.739273927392739,0.681818181818182,0.666666666666667,0,0,0.833333333333333,0,0.693251533742331,0.268472906403941,0.470676691729323,0,0,1,0,0,0,0,0.607843137254902
82,0,0.181818181818182,0.166666666666667,0.5,0.176470588235294,0.33993399339934,0.419786096256684,0.192592592592593,0,0,0.770833333333333,0,0.693251533742331,0.33743842364532,0.362406015037594,0.318737270875764,0,0,0,0,0,0,0.235294117647059
83,0,0.818181818181818,0.433333333333333,0,0.627450980392157,0.6996699669967,0.665775401069519,0.633333333333333,0,0,0.666666666666667,0,0.699386503067485,0.320197044334975,0.333834586466165,0.376782077393075,0,0,0,0,0,0,0.176470588235294
84,0,0.363636363636364,0.366666666666667,0.666666666666667,0.490196078431373,0.627062706270627,0.612299465240642,0.57037037037037,0,0,0.770833333333333,0,0.717791411042945,0.295566502463054,0.389473684210526,0,0,0,0,0,0,0,0.627450980392157
85,0,0.272727272727273,0.466666666666667,0,0.470588235294118,0.488448844884488,0.481283422459893,0.396296296296296,0,0,0.635416666666667,0,0.748466257668712,0.352216748768473,0.362406015037594,0,0,0,0,0,0,0,0.490196078431373
86,0,0.909090909090909,0.6,0.333333333333333,0.352941176470588,0.468646864686469,0.481283422459893,0.355555555555555,0,0,0.90625,0,0.595092024539877,0.396551724137931,0.362406015037594,0.396130346232179,0,1,0,0,0,0,0.470588235294118
87,0,0,0.633333333333333,0.666666666666667,0.372549019607843,0.326732673267327,0.320855614973262,0.222222222222222,0,0,0.791666666666667,0,0.619631901840491,0.352216748768473,0.309774436090226,0.414460285132383,0,0,0,0,0,0,0.352941176470588
88,0,0.727272727272727,0.266666666666667,0,0.588235294117647,0.811881188118812,0.780748663101604,0.807407407407407,0,0,0.802083333333333,0,0.711656441717791,0.342364532019704,0.389473684210526,0,0,0,0,0,0,0,0.372549019607843
89,0,1,0.133333333333333,0.166666666666667,0.450980392156863,0.435643564356436,0.467914438502674,0.27037037037037,0,0,0.729166666666667,0,0.730061349693252,0.332512315270936,0.333834586466165,0.414460285132383,0,0,0,0,0,0,0.588235294117647
90,0,0.545454545454545,0.4,1,0.647058823529412,0.772277227722772,0.767379679144385,0.703703703703704,0,0,0.6875,0.02109295670636,0.662576687116564,0.41871921182266,0.529323308270677,0.544806517311609,0,1,0,0,1,0,0.450980392156863
91,0,0.727272727272727,0.833333333333333,0.166666666666667,0.588235294117647,0.6996699669967,0.695187165775401,0.633333333333333,0,0,0.802083333333333,0,0.748466257668712,0.219211822660098,0.222556390977444,0,0,0,0,0,0,0,0.647058823529412
92,0,0.090909090909091,0,0.833333333333333,0.372549019607843,0.273927392739274,0.36096256684492,0.140740740740741,0,0,0.677083333333333,0.010569555986338,0.650306748466258,0.475369458128079,0.470676691729323,0.528513238289206,0,0,0,0,0,0,0.588235294117647
93,0,0.636363636363636,0.733333333333333,0.833333333333333,0.372549019607843,0.834983498349835,0.796791443850267,0.777777777777778,0,0,0.708333333333333,0,0.730061349693252,0.374384236453202,0.362406015037594,0.29938900203666,0,0,0,0,0,0,0.372549019607843
94,0,0.181818181818182,0.3,0.666666666666667,0.607843137254902,0.346534653465346,0.387700534759358,0.22962962962963,0,0,0.854166666666667,0,0.595092024539877,0.379310344827586,0.362406015037594,0.358452138492872,0,0,0,0,0,0,0.372549019607843
95,0,0.181818181818182,0.633333333333333,0.5,0.294117647058824,0.405940594059406,0.438502673796791,0.296296296296296,0,0,0.729166666666667,0,0.748466257668712,0.379310344827586,0.362406015037594,0,0,0,0,0,0,0,0.607843137254902
96,0,0.909090909090909,0.366666666666667,0.333333333333333,0.372549019607843,0.584158415841584,0.566844919786096,0.537037037037037,0,0,0.916666666666667,0,0.515337423312883,0.231527093596059,0.24812030075188,0,0,0,0,0,0,0,0.294117647058824
97,0,0.090909090909091,0.2,0.166666666666667,0.588235294117647,0.3003300330033,0.36096256684492,0.151851851851852,0,0,0.833333333333333,0,0.54601226993865,0.278325123152709,0.309774436090226,0.29938900203666,1,0,0,0,0,0,0.372549019607843
98,0,0.545454545454545,0.9,0.666666666666667,0.450980392156863,0.778877887788779,0.754010695187166,0.740740740740741,0,0,0.677083333333333,0,0.717791411042945,0.354679802955665,0.389473684210526,0,0,0,0,0,0,0,0.588235294117647
99,0,0.636363636363636,0.8,0.666666666666667,0.254901960784314,0.877887788778878,0.828877005347593,0.888888888888889,0,0,0.78125,0,0.711656441717791,0.224137931034483,0.24812030075188,0,0,0,0,0,0,0,0.450980392156863
100,0,0.636363636363636,0.133333333333333,0,0.392156862745098,0.815181518151815,0.77807486631016,0.814814814814815,0,0,0.84375,0,0.680981595092024,0.268472906403941,0.333834586466165,0,0,0,0,0,0,0,0.254901960784314
101,0,0.545454545454545,0.1,0.166666666666667,0.470588235294118,0.785478547854785,0.751336898395722,0.814814814814815,0,0,0.708333333333333,0,0.742331288343558,0.354679802955665,0.362406015037594,0,0,0,0,0,0,0,0.392156862745098
102,0,0.454545454545454,0.866666666666667,0.166666666666667,0.372549019607843,0.775577557755776,0.762032085561497,0.740740740740741,0,0,0.760416666666667,0,0.650306748466258,0.204433497536946,0.222556390977444,0,0,0,0,0,0,0,0.470588235294118
103,0,0.545454545454545,0.633333333333333,1,0.411764705882353,0.683168316831683,0.649732620320856,0.62962962962963,0,0,0.635416666666667,0,0.730061349693252,0.354679802955665,0.389473684210526,0.414460285132383,0,0,0,0,0,0,0.372549019607843
104,0,0.272727272727273,0.9,0.666666666666667,0.568627450980392,0.551155115511551,0.572192513368984,0.477777777777778,0,0,0.770833333333333,0,0.662576687116564,0.278325123152709,0.309774436090226,0.341140529531568,0,1,0,0,0,0,0.411764705882353
105,0,0.272727272727273,0.733333333333333,0.333333333333333,0.215686274509804,0.524752475247525,0.516042780748663,0.47037037037037,0,0,0.864583333333333,0.012877319302132,0.680981595092024,0.283251231527094,0.275187969924812,0,0,1,0,0,0,0,0.568627450980392
106,0,0.181818181818182,0.7,0.833333333333333,0.607843137254902,0.402640264026403,0.401069518716578,0.322222222222222,0,0,0.729166666666667,0,0.717791411042945,0.600985221674877,0.666165413533834,0,0,1,0,0,0,0,0.215686274509804
107,0,0.363636363636364,0.266666666666667,0.166666666666667,0.431372549019608,0.580858085808581,0.574866310160428,0.555555555555556,0,0,0.90625,0,0.423312883435583,0.192118226600985,0.222556390977444,0,0,0,0,0,0,0,0.607843137254902
108,0,0.636363636363636,0.066666666666667,1,0.431372549019608,0.801980198019802,0.780748663101604,0.777777777777778,0,0,0.739583333333333,0,0.711656441717791,0.268472906403941,0.309774436090226,0.341140529531568,0,0,0,0,0,0,0.431372549019608
109,0,0.636363636363636,0.3,1,0.254901960784314,0.745874587458746,0.72192513368984,0.685185185185185,0,0,0.697916666666667,0,0.693251533742331,0.327586206896552,0.309774436090226,0,0,0,0,0,0,0,0.431372549019608
110,0,0.363636363636364,0.166666666666667,0,0.549019607843137,0.607260726072607,0.580213903743316,0.562962962962963,0,0,0.833333333333333,0,0.650306748466258,0.497536945812808,0.529323308270677,0,0,0,0,0,0,0,0.254901960784314
111,0,0,0.7,0.333333333333333,0.392156862745098,0.115511551155115,0.229946524064171,0.092592592592593,0,0,0.541666666666667,0,0.711656441717791,0.315270935960591,0.418045112781955,0.528513238289206,0,1,1,0,0,0,0.549019607843137
112,0,0.181818181818182,0.8,0,0.490196078431373,0.409240924092409,0.435828877005348,0.314814814814815,0,0,0.791666666666667,0,0.699386503067485,0.315270935960591,0.275187969924812,0.358452138492872,0,0,0,0,0,0,0.392156862745098
113,0,0.727272727272727,0.9,1,0.705882352941176,0.745874587458746,0.729946524064171,0.644444444444444,0,0,0.677083333333333,0,0.668711656441718,0.273399014778325,0.275187969924812,0.318737270875764,0,0,0,0,0,0,0.490196078431373
114,0,0.909090909090909,0.966666666666667,1,0.352941176470588,0.409240924092409,0.513368983957219,0.262962962962963,0,0,0.791666666666667,0,0.742331288343558,0.38423645320197,0.503759398496241,0,0,0,0,0,0,0,0.705882352941176
115,0,0.272727272727273,0.5,0.333333333333333,0.352941176470588,0.485148514851485,0.497326203208556,0.362962962962963,0,0,0.739583333333333,0,0.711656441717791,0.315270935960591,0.333834586466165,0,0,0,0,0,0,0,0.352941176470588
