Y,M,D,T,TM,Tm,SLP,STP,H,PP,VV,V,VM,VG,FG,RA,SN,GR,TS,TR
2017,9,27,20.9,25.1,17,0,0,69,0,9.7,10.6,20.6,29.4,0,0,0,0,0,0
2017,9,28,20.9,25.2,18,0,0,74,0,10.5,10.9,14.8,31.7,0,0,0,0,0,0
2017,9,29,20.6,25,17,0,0,76,0,10.5,13.1,18.3,38.9,0,0,0,0,0,0
2017,9,30,20.4,24.1,17,0,0,80,0.76,10,15.2,29.4,37,0,1,0,0,0,0
2017,10,1,19.7,21.5,18,0,0,82,15.49,10,8.9,18.3,27.8,0,1,0,0,0,0
2017,10,2,21.2,24.7,19,0,0,79,0.76,11.3,8.9,14.8,0,0,1,0,0,0,0
2017,10,3,21.7,25.5,19,0,0,81,0,10.8,9.6,18.3,0,0,0,0,0,0,0
2017,10,4,21.3,25.2,19,0,0,83,0,10.5,9.1,18.3,0,0,0,0,0,0,0
2017,10,5,21.5,25.2,18,0,0,84,0,10.3,16.5,33.5,0,0,0,0,0,0,0
2017,10,6,21.7,26,19,0,0,78,0,10.1,14.1,22.2,55.4,0,0,0,0,0,0
2017,10,7,19.8,22.7,16,0,0,59,0,10.8,10.9,18.3,0,0,1,0,0,0,0
2017,10,8,18.8,24,14,0,0,70,0,10,14.6,22.2,38.9,0,0,0,0,0,0
2017,10,9,19.7,24.1,15,0,0,72,0,10.5,15.6,24.1,37,0,0,0,0,0,0
2017,10,10,20.3,24.7,17,0,0,78,0,10.5,10.9,18.3,35.2,0,0,0,0,0,0
2017,10,11,20.7,25,17,0,0,78,0,10,16.3,31.7,37,0,0,0,0,0,0
2017,10,12,20.9,25.2,17,0,0,81,0,10,14.4,24.1,0,0,0,0,0,0,0
2017,10,13,20.8,25.1,18,0,0,80,0,9.3,9.3,16.5,37,0,0,0,0,0,0
2017,10,14,20.8,24.6,18,0,0,80,0,10,11.7,18.3,37,0,1,0,0,0,0
2017,10,15,20.5,24.7,17,0,0,80,0,10.1,10,16.5,33.5,0,0,0,0,0,0
2017,10,16,20.4,24.7,17,0,0,74,0,10.3,10.4,16.5,35.2,0,0,0,0,0,0
2017,10,17,19.7,24.7,16,0,0,74,0,10.3,11.3,18.3,40.7,0,0,0,0,0,0
2017,10,18,19.3,23.7,16,0,0,80,0,9.3,10.4,44.6,0,0,1,0,0,1,0
2017,10,19,16.8,20.1,15,0,0,91,37.59,8.9,13.7,27.8,48.2,0,1,0,0,0,0
2017,10,20,18.7,23.2,16,0,0,85,40.89,9.3,8.5,18.3,0,0,1,0,0,0,0
2017,10,21,19.3,23.7,15,0,0,80,1.52,10.6,11.9,22.2,0,0,0,0,0,0,0
2017,10,22,18.4,22.2,15,0,0,56,0,10.3,14.8,29.4,46.5,0,1,0,0,0,0
2017,10,23,16.6,21.1,13,0,0,64,4.06,11.3,16.7,24.1,44.6,0,0,0,0,0,0
2017,10,24,17.2,22.7,12.7,0,0,63,0,11.3,13.7,20.6,0,0,0,0,0,0,0
2017,10,25,18,23.1,13,0,0,75,0,10.9,11.5,20.6,35.2,0,0,0,0,0,0
2017,10,26,18.3,23.2,14.8,0,0,84,0,9.7,11.3,18.3,38.9,0,0,0,0,0,0
2017,10,27,19.1,24.5,15,0,0,80,0,9.3,11.1,22.2,0,0,0,0,0,0,0
2017,10,28,18,23.2,15,0,0,74,0,9.7,13,24.1,44.6,0,0,0,0,0,0
2017,10,29,17.3,24.1,13,0,0,55,0,11.3,16.5,29.4,55.4,0,0,0,0,0,0
2017,10,30,16.2,20.6,12,0,0,68,0,10.5,14.8,27.8,50,0,1,0,0,0,0
2017,10,31,15.4,19.2,13,0,0,75,4.57,9.3,8.5,16.5,0,0,1,0,0,0,0
2017,11,1,15.1,20.7,11,0,0,76,0,10.5,13.5,24.1,0,0,0,0,0,0,0
2017,11,2,17.7,22.3,15,0,0,83,0.51,9.8,14.1,25.9,0,0,1,0,0,0,0
2017,11,3,17.3,22,14,0,0,81,0,10.1,11.5,22.2,0,0,0,0,0,0,0
2017,11,4,17.5,22.5,15,0,0,82,0,10,9.8,27.8,29.4,0,1,0,0,1,0
2017,11,5,16.6,21,14,0,0,62,4.83,10.9,13.3,25.9,46.5,0,0,0,0,0,0
2017,11,6,13.1,18,9,0,0,32,0,13,19.4,31.3,55.4,0,0,0,0,0,0
2017,11,7,10.4,17,6,0,0,41,0,0,15.7,25.9,40.7,0,0,0,0,0,0
2017,11,8,10,15.5,6,0,0,54,0,10.6,16.7,29.4,46.5,0,0,0,0,1,0
2017,11,9,10.3,16.2,6,0,0,60,0,10.5,15.9,29.4,46.5,0,0,0,0,0,0
2017,11,10,10.7,16.6,6,0,0,62,0,10.9,14.6,24.1,50,0,0,0,0,0,0
2017,11,11,11.9,17.1,8.8,0,0,68,0,11.6,14.4,25.9,40.7,0,0,0,0,0,0
2017,11,12,14.1,19.7,10.9,0,0,67,0,0,15.2,29.4,44.6,0,0,0,0,0,0
2017,11,13,13.7,17.7,9,0,0,35,0,11.6,15.9,33.5,48.2,0,0,0,0,0,0
2017,11,14,10.4,16.7,6.7,0,0,41,0,15,16.3,27.8,42.4,0,0,0,0,0,0
2017,11,15,9.3,16.7,4.7,0,0,55,0,12.6,16.5,31.7,53.5,0,0,0,0,0,0
2017,11,16,10.2,17.2,5,0,0,67,0,10.6,14.6,24.1,0,0,0,0,0,0,0
2017,11,17,11.5,19.1,6,0,0,57,0,0,17.2,25.9,48.2,0,0,0,0,0,0
2017,11,18,11.9,19.7,7,0,0,64,0,10.8,15.7,27.8,44.6,0,0,0,0,0,0
2017,11,19,11.3,18.2,7,0,0,66,0,0,17.4,25.9,50,0,0,0,0,0,0
2017,11,20,11.3,18.1,6,0,0,62,0,0,16.9,25.9,48.2,0,0,0,0,0,0
2017,11,21,12.1,19.2,7,0,0,60,0,10.9,15.6,27.8,35.2,0,0,0,0,0,0
2017,11,22,12.1,19,7,0,0,74,0,9.5,13.1,18.3,37,0,0,0,0,0,0
2017,11,23,13.2,19.1,9,0,0,84,0,8.4,16.3,25.9,27.8,0,0,0,0,0,0
2017,11,24,14.4,21,10,0,0,69,0,9.8,13,24.1,29.4,1,0,0,0,0,0
2017,11,25,13.7,17.5,9.8,0,0,68,0,10.5,9.1,24.1,33.5,0,0,0,0,0,0
2017,11,26,10.1,15.8,7,0,0,53,0,10.3,15,25.9,44.6,0,0,0,0,0,0
2017,11,27,8.7,14.5,5,0,0,61,0,10.6,15.6,27.8,40.7,0,0,0,0,0,0
2017,11,28,9.1,16.5,5,0,0,56,0,11.4,16.1,25.9,48.2,0,0,0,0,0,0
2017,11,29,8.4,14,4,0,0,64,0,10.6,16.5,25.9,50,0,0,0,0,0,0
2017,11,30,7.5,14.2,3,0,0,48,0,10.5,16.9,27.8,51.9,0,0,0,0,0,0
2017,12,1,6.2,8,3,0,0,66,0.25,10.9,11.9,22.2,31.7,0,1,0,0,0,0
2017,12,2,6.3,11,2,0,0,36,0,10.8,19.4,33.5,42.4,0,0,0,0,0,0
2017,12,3,7.1,13.2,3,0,0,31,0,12.1,21.3,31.7,48.2,0,0,0,0,0,0
2017,12,4,6.9,14.2,2,0,0,46,0,10,17.8,25.9,50,0,0,0,0,0,0
2017,12,5,7,13.7,2.7,0,0,65,0,12.1,16.5,25.9,44.6,0,0,0,0,0,0
2017,12,6,7.2,14.7,2,0,0,71,0,10.9,17.2,27.8,37,0,0,0,0,0,0
2017,12,7,8.7,15,4,0,0,69,0,11.3,17,25.9,40.7,0,0,0,0,0,0
2017,12,8,8.1,12,5,0,0,62,0,10.5,19.3,31.7,59.4,0,0,0,0,0,0
2017,12,9,7.7,12.5,5,0,0,70,0,10.1,13.9,25.9,48.2,0,0,0,0,0,0
2017,12,10,12.9,17.7,7.1,0,0,75,0,10.3,14.1,31.7,38.9,0,0,0,0,0,0
2017,12,11,13.8,17,8,0,0,70,0.76,10.1,28.3,53.5,64.8,0,1,0,0,0,0
2017,12,12,8.3,11.7,5,0,0,67,1.02,10.6,15,27.8,44.6,0,0,0,0,0,0
2017,12,13,7.7,13.2,3,0,0,62,0,11.4,17.6,27.8,44.6,0,0,0,0,0,0
2017,12,14,12.1,16,8.7,0,0,72,0,10.8,9.4,22.2,35.2,0,0,0,0,0,0
2017,12,15,12.4,17.2,6.8,0,0,63,0,9.7,10.6,38.9,46.5,0,1,0,0,0,0
2017,12,16,8.9,14.5,5,0,0,52,0,12.9,19.3,37,61.1,0,0,0,0,0,0
2017,12,17,7.6,14.6,4,0,0,46,0,10.6,13.3,22.2,38.9,0,0,0,0,0,0
2017,12,18,7.1,10,4,0,0,62,0,10.9,15.6,27.8,48.2,0,1,0,0,0,0
2017,12,19,7.7,12.6,3,0,0,67,0,10.5,15,24.1,0,0,0,0,0,0,0
2017,12,20,7.9,13,3,0,0,65,0,10.8,15.2,24.1,44.6,0,0,0,0,0,0
2017,12,21,9.6,15.2,7,0,0,63,0,10.1,11.9,20.6,0,0,0,0,0,0,0
2017,12,22,10.4,16.1,7,0,0,63,0,10.9,20.7,29.4,48.2,0,0,0,0,0,0
2017,12,23,9.2,14.7,6,0,0,73,0,12.6,16.7,24.1,40.7,0,0,0,0,0,0
2017,12,24,8.4,15,4,0,0,77,0,10.3,18.5,27.8,50,0,0,0,0,0,0
2017,12,25,9.1,15.7,5.9,0,0,75,0,10.6,13,18.3,0,0,0,0,0,0,0
2017,12,26,9.2,15,6,0,0,69,0,10,10.7,18.3,35.2,0,0,0,0,0,0
2017,12,27,10.6,14.5,7,0,0,55,1.02,10.6,24.6,51.9,98.2,0,1,0,0,0,0
2017,12,28,8.5,13.1,5,0,0,61,0,10.9,10.6,29.4,0,0,0,0,0,0,0
2017,12,29,8.4,15.6,4,0,0,73,0,10.8,11.3,20.6,38.9,0,1,0,0,0,0
2017,12,30,14.4,21.6,6.6,0,0,62,0,10.9,14.4,25.9,44.6,0,0,0,0,0,0
2017,12,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
